BioNavigator Version	6.3.67.0	PamGrid Version	QuantitationType	Median_SigmBg	Protocol file name	Image Analysis_STKDate	Thu, 02 Sep 2021 12:24:39 GMT
CFTR_761_773		75.0	152.0	383.0	762.0	1507.0	62.0	124.0	306.0	608.0	1208.0	40.0	76.0	191.0	386.0	771.0	24.0	48.0	123.0	249.0	502.0	246.0	476.0	1194.0	2342.0	3497.0	235.0	471.0	1170.0	2261.0	3526.0	239.0	465.0	1168.0	2309.0	3598.0	213.0	422.0	1041.0	2061.0	3622.0	222.0	434.0	1096.0	2151.0	3428.0	156.0	298.0	759.0	1505.0	2940.0	148.0	287.0	724.0	1424.0	2835.0	108.0	214.0	543.0	1084.0	2119.0
AKT1_301_313		0.0	-1.0	0.0	1.0	4.0	0.0	0.0	1.0	2.0	6.0	0.0	-1.0	2.0	5.0	5.0	-1.0	2.0	2.0	3.0	3.0	0.0	-1.0	2.0	3.0	6.0	0.0	0.0	1.0	3.0	2.0	-1.0	1.0	0.0	2.0	4.0	-1.0	1.0	2.0	3.0	5.0	1.0	1.0	-2.0	0.0	1.0	0.0	-1.0	2.0	1.0	4.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	1.0	4.0	6.0
CA2D1_494_506		0.0	0.0	2.0	3.0	7.0	0.0	1.0	2.0	5.0	7.0	-1.0	2.0	0.0	2.0	9.0	-1.0	0.0	2.0	3.0	6.0	2.0	1.0	4.0	6.0	15.0	0.0	1.0	3.0	10.0	21.0	3.0	5.0	3.0	11.0	19.0	1.0	1.0	3.0	5.0	15.0	1.0	0.0	2.0	8.0	15.0	0.0	1.0	1.0	4.0	12.0	0.0	1.0	2.0	9.0	11.0	0.0	0.0	2.0	5.0	9.0
ELK1_410_422		-1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	1.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	1.0	4.0	-1.0	-1.0	-1.0	0.0	-3.0	0.0	0.0	0.0	-1.0	-3.0	1.0	1.0	-1.0	-2.0	-1.0	-1.0	0.0	1.0	0.0	1.0	-1.0	1.0	-1.0	1.0	2.0	-1.0	0.0	-2.0	2.0	1.0	0.0	0.0	-1.0	0.0	-1.0	1.0	0.0	0.0	2.0	0.0
H2B1B_ 27_40		2.0	4.0	8.0	11.0	26.0	0.0	3.0	6.0	9.0	25.0	-1.0	4.0	5.0	10.0	23.0	1.0	1.0	5.0	9.0	13.0	3.0	5.0	9.0	19.0	37.0	2.0	4.0	13.0	22.0	43.0	2.0	5.0	7.0	16.0	37.0	3.0	4.0	9.0	18.0	35.0	2.0	3.0	10.0	21.0	37.0	2.0	1.0	7.0	17.0	34.0	1.0	4.0	7.0	14.0	28.0	2.0	2.0	6.0	14.0	27.0
KIF2C_105_118_S106G		14.0	24.0	58.0	117.0	227.0	7.0	16.0	42.0	79.0	170.0	7.0	13.0	35.0	68.0	141.0	5.0	6.0	19.0	40.0	76.0	19.0	37.0	98.0	192.0	379.0	23.0	46.0	117.0	240.0	478.0	21.0	41.0	102.0	207.0	405.0	21.0	42.0	108.0	215.0	427.0	20.0	41.0	101.0	210.0	418.0	10.0	27.0	65.0	131.0	261.0	16.0	28.0	74.0	149.0	300.0	10.0	21.0	56.0	115.0	220.0
MP2K1_287_299		1.0	2.0	5.0	9.0	18.0	-1.0	1.0	3.0	7.0	15.0	0.0	1.0	2.0	6.0	15.0	0.0	1.0	2.0	6.0	9.0	1.0	4.0	6.0	10.0	24.0	0.0	4.0	6.0	12.0	22.0	0.0	1.0	7.0	14.0	26.0	3.0	3.0	6.0	13.0	25.0	2.0	3.0	7.0	12.0	22.0	1.0	1.0	4.0	9.0	21.0	1.0	2.0	6.0	12.0	23.0	2.0	1.0	4.0	7.0	16.0
P53_12_24		-1.0	1.0	3.0	8.0	14.0	1.0	0.0	3.0	5.0	8.0	1.0	1.0	2.0	-1.0	12.0	1.0	1.0	3.0	3.0	8.0	0.0	1.0	2.0	7.0	9.0	-1.0	1.0	2.0	7.0	14.0	-1.0	1.0	2.0	5.0	11.0	2.0	1.0	0.0	4.0	9.0	1.0	3.0	5.0	9.0	17.0	0.0	1.0	3.0	8.0	15.0	1.0	1.0	4.0	6.0	14.0	0.0	1.0	3.0	8.0	17.0
RB_242_254		1.0	2.0	3.0	6.0	13.0	1.0	1.0	1.0	3.0	8.0	1.0	2.0	3.0	5.0	11.0	0.0	-1.0	2.0	2.0	5.0	1.0	2.0	5.0	9.0	18.0	1.0	1.0	5.0	8.0	15.0	-1.0	2.0	5.0	10.0	19.0	1.0	1.0	7.0	9.0	18.0	1.0	0.0	3.0	9.0	17.0	0.0	1.0	3.0	7.0	15.0	2.0	1.0	3.0	8.0	15.0	1.0	1.0	2.0	8.0	13.0
TLE2_246_258		-1.0	-1.0	-1.0	-1.0	-1.0	0.0	1.0	-1.0	-1.0	0.0	1.0	0.0	0.0	0.0	2.0	-1.0	-1.0	1.0	2.0	1.0	1.0	0.0	-2.0	-4.0	-3.0	1.0	-2.0	-1.0	-6.0	-5.0	-1.0	0.0	0.0	0.0	-4.0	0.0	0.0	1.0	-2.0	-2.0	1.0	-1.0	-3.0	-5.0	-7.0	0.0	-1.0	-1.0	-2.0	-4.0	0.0	-2.0	-2.0	-1.0	-3.0	-1.0	0.0	0.0	3.0	0.0
DESP_2842_2854		2.0	4.0	10.0	19.0	40.0	0.0	1.0	5.0	12.0	21.0	1.0	2.0	4.0	15.0	34.0	0.0	1.0	4.0	9.0	18.0	6.0	13.0	34.0	69.0	139.0	9.0	18.0	48.0	96.0	192.0	7.0	13.0	32.0	62.0	126.0	4.0	9.0	23.0	46.0	91.0	8.0	18.0	44.0	89.0	169.0	3.0	6.0	18.0	36.0	64.0	2.0	6.0	18.0	37.0	77.0	3.0	5.0	9.0	22.0	45.0
NFKB1_330_342		9.0	18.0	43.0	90.0	180.0	4.0	11.0	24.0	55.0	114.0	3.0	13.0	32.0	72.0	137.0	3.0	7.0	18.0	35.0	69.0	26.0	54.0	140.0	265.0	542.0	28.0	58.0	143.0	292.0	589.0	26.0	50.0	126.0	259.0	517.0	18.0	36.0	93.0	192.0	378.0	27.0	54.0	134.0	271.0	543.0	14.0	32.0	77.0	157.0	304.0	16.0	33.0	83.0	169.0	341.0	10.0	19.0	50.0	105.0	208.0
F263_454_466		57.0	115.0	284.0	572.0	1136.0	42.0	80.0	199.0	393.0	787.0	31.0	58.0	146.0	295.0	589.0	17.0	34.0	88.0	174.0	359.0	182.0	352.0	890.0	1763.0	3420.0	186.0	362.0	908.0	1804.0	3498.0	175.0	347.0	849.0	1713.0	3344.0	159.0	317.0	783.0	1553.0	3034.0	161.0	321.0	800.0	1588.0	3097.0	112.0	216.0	552.0	1092.0	2156.0	112.0	227.0	554.0	1098.0	2202.0	72.0	144.0	359.0	723.0	1437.0
ANDR_785_797		4.0	4.0	15.0	29.0	58.0	3.0	4.0	9.0	19.0	39.0	0.0	2.0	14.0	23.0	48.0	1.0	2.0	6.0	13.0	23.0	8.0	13.0	33.0	67.0	128.0	9.0	15.0	37.0	74.0	151.0	5.0	8.0	29.0	60.0	126.0	4.0	9.0	22.0	46.0	99.0	4.0	11.0	31.0	61.0	135.0	4.0	7.0	19.0	40.0	78.0	5.0	10.0	18.0	44.0	88.0	2.0	5.0	12.0	27.0	53.0
CD27_212_224		0.0	2.0	4.0	9.0	18.0	2.0	-1.0	3.0	7.0	11.0	0.0	0.0	2.0	6.0	14.0	1.0	3.0	2.0	3.0	10.0	1.0	1.0	6.0	12.0	21.0	0.0	3.0	5.0	12.0	26.0	0.0	2.0	6.0	12.0	24.0	3.0	3.0	7.0	12.0	23.0	1.0	2.0	5.0	11.0	22.0	1.0	0.0	5.0	9.0	21.0	0.0	1.0	6.0	12.0	22.0	1.0	2.0	3.0	7.0	13.0
ERBB2_679_691		4.0	7.0	16.0	35.0	74.0	1.0	6.0	15.0	25.0	49.0	3.0	4.0	13.0	22.0	46.0	2.0	3.0	7.0	12.0	25.0	4.0	8.0	21.0	45.0	95.0	6.0	12.0	30.0	58.0	121.0	4.0	10.0	26.0	53.0	103.0	6.0	9.0	24.0	54.0	104.0	3.0	11.0	25.0	51.0	107.0	3.0	7.0	17.0	37.0	73.0	4.0	8.0	20.0	38.0	75.0	3.0	6.0	15.0	31.0	58.0
H32_3_18		0.0	1.0	5.0	14.0	26.0	2.0	3.0	4.0	8.0	20.0	2.0	2.0	5.0	8.0	21.0	1.0	1.0	3.0	6.0	12.0	0.0	3.0	8.0	16.0	33.0	4.0	3.0	10.0	18.0	38.0	1.0	2.0	8.0	16.0	32.0	3.0	2.0	8.0	14.0	37.0	3.0	4.0	9.0	18.0	33.0	0.0	3.0	5.0	13.0	24.0	1.0	2.0	6.0	13.0	25.0	2.0	2.0	6.0	11.0	21.0
KPCB_19_31_A25S		3.0	6.0	9.0	22.0	43.0	3.0	4.0	8.0	19.0	37.0	1.0	2.0	9.0	17.0	32.0	1.0	3.0	6.0	11.0	22.0	2.0	7.0	16.0	34.0	66.0	3.0	8.0	16.0	35.0	68.0	4.0	8.0	16.0	36.0	73.0	2.0	5.0	13.0	29.0	63.0	2.0	7.0	18.0	35.0	69.0	5.0	5.0	16.0	27.0	59.0	2.0	5.0	13.0	27.0	58.0	1.0	3.0	11.0	21.0	44.0
MPH6_140_152		1.0	0.0	1.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	-1.0	0.0	-2.0	1.0	1.0	2.0	2.0	1.0	3.0	0.0	1.0	0.0	1.0	2.0	0.0	-1.0	1.0	1.0	6.0	1.0	-1.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0
P53_308_323		0.0	2.0	6.0	9.0	17.0	1.0	2.0	3.0	5.0	12.0	2.0	1.0	2.0	3.0	11.0	1.0	1.0	1.0	3.0	8.0	0.0	0.0	4.0	5.0	11.0	0.0	2.0	2.0	5.0	11.0	0.0	3.0	4.0	10.0	15.0	2.0	2.0	3.0	7.0	13.0	1.0	0.0	2.0	7.0	14.0	-1.0	1.0	3.0	7.0	12.0	0.0	2.0	4.0	7.0	13.0	1.0	2.0	3.0	5.0	13.0
RB_350_362		0.0	2.0	3.0	6.0	10.0	-1.0	1.0	0.0	3.0	6.0	0.0	1.0	4.0	5.0	4.0	1.0	0.0	1.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	16.0	1.0	3.0	5.0	9.0	17.0	0.0	0.0	1.0	8.0	13.0	-1.0	0.0	0.0	4.0	10.0	3.0	2.0	3.0	5.0	12.0	0.0	1.0	2.0	4.0	10.0	1.0	1.0	2.0	4.0	8.0
TOP2A_1463_1475		39.0	75.0	184.0	376.0	736.0	28.0	55.0	145.0	276.0	564.0	19.0	38.0	96.0	198.0	394.0	12.0	23.0	57.0	119.0	234.0	94.0	179.0	460.0	903.0	1790.0	89.0	170.0	431.0	835.0	1657.0	82.0	156.0	393.0	796.0	1569.0	70.0	135.0	341.0	689.0	1345.0	91.0	183.0	456.0	926.0	1795.0	63.0	126.0	318.0	621.0	1256.0	59.0	118.0	285.0	576.0	1148.0	44.0	84.0	214.0	433.0	850.0
E1A_ADE05_212_224		13.0	27.0	68.0	139.0	269.0	8.0	21.0	51.0	101.0	206.0	8.0	18.0	42.0	86.0	172.0	3.0	10.0	29.0	55.0	111.0	30.0	59.0	153.0	307.0	601.0	35.0	64.0	160.0	318.0	640.0	31.0	63.0	157.0	313.0	634.0	26.0	54.0	140.0	278.0	558.0	30.0	59.0	146.0	295.0	589.0	21.0	42.0	109.0	218.0	435.0	20.0	42.0	105.0	216.0	440.0	15.0	31.0	75.0	153.0	306.0
PLM_76_88		2.0	3.0	5.0	10.0	20.0	1.0	1.0	4.0	4.0	8.0	0.0	2.0	5.0	9.0	21.0	0.0	-2.0	-1.0	4.0	6.0	3.0	10.0	22.0	40.0	85.0	5.0	10.0	30.0	58.0	115.0	5.0	8.0	22.0	42.0	90.0	0.0	5.0	11.0	21.0	43.0	3.0	10.0	26.0	47.0	99.0	3.0	5.0	10.0	20.0	45.0	2.0	4.0	10.0	22.0	44.0	0.0	1.0	3.0	9.0	19.0
KAP3_107_119		33.0	67.0	176.0	346.0	709.0	27.0	51.0	135.0	264.0	543.0	17.0	34.0	90.0	183.0	360.0	12.0	22.0	59.0	116.0	227.0	95.0	182.0	476.0	928.0	1825.0	110.0	209.0	520.0	1035.0	2047.0	94.0	186.0	469.0	928.0	1839.0	84.0	168.0	420.0	836.0	1671.0	96.0	187.0	458.0	918.0	1813.0	66.0	133.0	329.0	671.0	1306.0	62.0	126.0	304.0	619.0	1251.0	42.0	83.0	204.0	411.0	835.0
ANXA1_209_221		2.0	-1.0	4.0	5.0	21.0	0.0	1.0	2.0	6.0	13.0	1.0	1.0	3.0	7.0	15.0	0.0	0.0	2.0	2.0	6.0	0.0	0.0	4.0	16.0	37.0	3.0	5.0	14.0	23.0	67.0	2.0	2.0	9.0	17.0	41.0	-1.0	3.0	8.0	16.0	33.0	1.0	3.0	9.0	18.0	55.0	1.0	4.0	3.0	14.0	25.0	1.0	0.0	6.0	12.0	30.0	-2.0	1.0	3.0	8.0	13.0
CDC2_154_169		1.0	0.0	2.0	2.0	5.0	2.0	1.0	-1.0	4.0	4.0	1.0	-1.0	3.0	1.0	7.0	-1.0	1.0	1.0	0.0	4.0	0.0	1.0	1.0	2.0	8.0	0.0	0.0	1.0	1.0	3.0	-1.0	0.0	2.0	2.0	10.0	0.0	0.0	3.0	4.0	4.0	3.0	2.0	6.0	8.0	15.0	1.0	1.0	1.0	3.0	7.0	1.0	0.0	0.0	6.0	7.0	0.0	2.0	1.0	3.0	9.0
ERF_519_531		-1.0	0.0	1.0	3.0	7.0	0.0	0.0	2.0	3.0	5.0	-1.0	0.0	1.0	5.0	8.0	0.0	1.0	0.0	1.0	5.0	0.0	1.0	2.0	2.0	7.0	0.0	2.0	2.0	5.0	8.0	1.0	1.0	2.0	7.0	12.0	-1.0	2.0	1.0	5.0	11.0	0.0	-1.0	2.0	3.0	10.0	2.0	0.0	5.0	4.0	7.0	0.0	0.0	1.0	3.0	6.0	1.0	1.0	2.0	4.0	9.0
IF4E_203_215		1.0	3.0	2.0	6.0	12.0	2.0	1.0	2.0	6.0	11.0	0.0	0.0	1.0	6.0	8.0	0.0	1.0	1.0	1.0	4.0	0.0	0.0	2.0	6.0	13.0	-1.0	1.0	4.0	8.0	17.0	1.0	1.0	4.0	8.0	16.0	1.0	1.0	5.0	9.0	16.0	1.0	0.0	6.0	6.0	15.0	1.0	2.0	3.0	5.0	12.0	2.0	1.0	4.0	7.0	14.0	0.0	2.0	3.0	5.0	11.0
KPCB_626_639		1.0	0.0	2.0	4.0	6.0	0.0	2.0	0.0	3.0	5.0	1.0	0.0	1.0	1.0	5.0	0.0	1.0	1.0	3.0	5.0	1.0	0.0	1.0	4.0	5.0	-1.0	3.0	2.0	5.0	10.0	1.0	1.0	0.0	5.0	8.0	-1.0	1.0	3.0	3.0	7.0	0.0	0.0	2.0	5.0	7.0	1.0	1.0	1.0	4.0	6.0	0.0	1.0	2.0	2.0	6.0	2.0	2.0	1.0	3.0	6.0
MPIP1_172_184		1.0	4.0	7.0	12.0	27.0	1.0	1.0	6.0	13.0	30.0	1.0	2.0	3.0	7.0	16.0	1.0	3.0	3.0	7.0	12.0	3.0	4.0	8.0	18.0	35.0	3.0	1.0	10.0	20.0	38.0	1.0	3.0	11.0	22.0	46.0	1.0	3.0	9.0	21.0	41.0	2.0	4.0	9.0	19.0	38.0	2.0	4.0	8.0	17.0	34.0	0.0	4.0	8.0	17.0	33.0	1.0	4.0	8.0	13.0	32.0
PDE5A_95_107		1.0	-1.0	1.0	4.0	5.0	2.0	1.0	1.0	2.0	6.0	0.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	1.0	2.0	0.0	-1.0	2.0	1.0	4.0	0.0	0.0	1.0	3.0	5.0	0.0	1.0	3.0	3.0	8.0	1.0	0.0	1.0	4.0	2.0	0.0	-1.0	0.0	2.0	4.0	1.0	-1.0	1.0	0.0	2.0	0.0	1.0	0.0	3.0	4.0	0.0	0.0	1.0	2.0	4.0
RB_774_786		1.0	-1.0	0.0	2.0	3.0	0.0	1.0	2.0	6.0	7.0	0.0	0.0	3.0	2.0	3.0	0.0	-1.0	0.0	1.0	6.0	0.0	-1.0	0.0	-2.0	-3.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	-1.0	1.0	1.0	1.0	0.0	1.0	2.0	6.0	0.0	-1.0	1.0	0.0	2.0	3.0	1.0	3.0	3.0	4.0	1.0	-1.0	1.0	2.0	6.0	0.0	1.0	2.0	1.0	6.0
VASP_150_162		14.0	26.0	69.0	138.0	275.0	9.0	14.0	33.0	63.0	131.0	8.0	18.0	47.0	91.0	191.0	2.0	7.0	18.0	35.0	72.0	44.0	87.0	220.0	438.0	879.0	46.0	96.0	235.0	460.0	922.0	41.0	79.0	203.0	416.0	817.0	29.0	61.0	155.0	313.0	612.0	43.0	89.0	222.0	441.0	884.0	22.0	44.0	108.0	222.0	432.0	23.0	45.0	113.0	229.0	457.0	10.0	18.0	54.0	113.0	227.0
EPB42_241_253		5.0	20.0	39.0	80.0	164.0	3.0	6.0	19.0	36.0	73.0	5.0	12.0	23.0	45.0	90.0	2.0	4.0	8.0	20.0	37.0	31.0	57.0	151.0	303.0	599.0	35.0	73.0	182.0	360.0	713.0	28.0	59.0	150.0	304.0	598.0	21.0	40.0	105.0	212.0	426.0	32.0	59.0	150.0	302.0	599.0	17.0	31.0	80.0	160.0	319.0	16.0	32.0	81.0	158.0	314.0	7.0	15.0	38.0	82.0	158.0
PTN12_32_44		19.0	41.0	104.0	206.0	407.0	11.0	21.0	54.0	112.0	224.0	12.0	19.0	51.0	103.0	211.0	4.0	11.0	26.0	51.0	100.0	55.0	102.0	267.0	524.0	1038.0	52.0	110.0	273.0	539.0	1067.0	50.0	98.0	259.0	517.0	1015.0	45.0	89.0	228.0	450.0	904.0	53.0	111.0	263.0	524.0	1039.0	33.0	69.0	163.0	327.0	647.0	31.0	63.0	160.0	312.0	628.0	21.0	42.0	103.0	212.0	424.0
KCNA6_504_516		52.0	101.0	259.0	516.0	1017.0	41.0	81.0	204.0	405.0	799.0	26.0	52.0	131.0	259.0	518.0	16.0	32.0	82.0	163.0	327.0	156.0	302.0	757.0	1463.0	2870.0	145.0	284.0	707.0	1399.0	2753.0	148.0	285.0	713.0	1428.0	2781.0	131.0	261.0	653.0	1300.0	2592.0	145.0	286.0	702.0	1378.0	2727.0	86.0	173.0	433.0	852.0	1721.0	90.0	175.0	444.0	879.0	1746.0	61.0	123.0	306.0	627.0	1228.0
pVASP_150_164		135.0	270.0	667.0	1329.0	2623.0	161.0	312.0	789.0	1559.0	3056.0	66.0	136.0	344.0	670.0	1343.0	59.0	122.0	301.0	613.0	1186.0	300.0	567.0	1469.0	2849.0	3455.0	283.0	555.0	1390.0	2721.0	3578.0	295.0	578.0	1421.0	2803.0	3624.0	268.0	536.0	1319.0	2599.0	3642.0	318.0	642.0	1581.0	3110.0	3425.0	271.0	528.0	1315.0	2571.0	3561.0	230.0	459.0	1133.0	2258.0	3638.0	206.0	397.0	989.0	1984.0	3707.0
CDK7_163_175		2.0	2.0	8.0	14.0	32.0	2.0	2.0	9.0	21.0	38.0	1.0	1.0	1.0	5.0	14.0	1.0	2.0	3.0	4.0	12.0	4.0	7.0	14.0	34.0	71.0	3.0	7.0	16.0	39.0	77.0	5.0	7.0	18.0	36.0	79.0	0.0	7.0	15.0	29.0	62.0	2.0	5.0	14.0	31.0	67.0	3.0	4.0	18.0	33.0	69.0	0.0	6.0	16.0	25.0	60.0	2.0	6.0	13.0	30.0	63.0
ESR1_160_172		11.0	22.0	57.0	116.0	224.0	6.0	13.0	31.0	68.0	140.0	8.0	15.0	34.0	75.0	150.0	5.0	7.0	19.0	40.0	77.0	14.0	31.0	83.0	165.0	317.0	19.0	40.0	105.0	205.0	409.0	16.0	32.0	78.0	160.0	317.0	11.0	24.0	62.0	120.0	246.0	16.0	38.0	91.0	187.0	371.0	12.0	26.0	68.0	136.0	268.0	13.0	24.0	65.0	132.0	264.0	8.0	19.0	49.0	104.0	201.0
IKBA_26_38		-1.0	1.0	5.0	9.0	15.0	-1.0	0.0	0.0	3.0	3.0	0.0	-1.0	1.0	2.0	4.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	-1.0	3.0	4.0	-1.0	1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	0.0	5.0	0.0	1.0	-1.0	3.0	1.0	0.0	-2.0	0.0	0.0	1.0	0.0	-1.0	-1.0	0.0	3.0	-1.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0
KS6A1_374_386		0.0	0.0	1.0	6.0	11.0	0.0	2.0	1.0	5.0	9.0	1.0	2.0	3.0	3.0	10.0	0.0	0.0	3.0	3.0	8.0	1.0	1.0	4.0	8.0	16.0	1.0	1.0	6.0	8.0	19.0	2.0	2.0	6.0	10.0	21.0	1.0	1.0	6.0	10.0	16.0	2.0	-1.0	6.0	10.0	21.0	0.0	2.0	4.0	8.0	18.0	3.0	3.0	6.0	6.0	17.0	0.0	2.0	3.0	8.0	16.0
MPIP3_208_220		1.0	3.0	3.0	10.0	20.0	-1.0	2.0	1.0	9.0	16.0	0.0	2.0	3.0	6.0	16.0	1.0	1.0	2.0	5.0	9.0	1.0	1.0	4.0	9.0	19.0	0.0	3.0	7.0	12.0	27.0	2.0	3.0	6.0	12.0	26.0	0.0	2.0	7.0	10.0	24.0	2.0	1.0	5.0	13.0	25.0	1.0	2.0	6.0	10.0	22.0	1.0	2.0	5.0	11.0	21.0	0.0	2.0	5.0	10.0	19.0
PDPK1_27_39		1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	1.0	-1.0	1.0	2.0	1.0	1.0	2.0	0.0	-1.0	-1.0	1.0	0.0	1.0	-1.0	0.0	-2.0	-2.0	-3.0	-1.0	-1.0	1.0	0.0	-1.0	0.0	0.0	-1.0	1.0	1.0	2.0	0.0	4.0	4.0	7.0	0.0	1.0	0.0	-1.0	2.0	1.0	0.0	1.0	1.0	0.0	-1.0	1.0	1.0	0.0	1.0
RB_803_815		1.0	0.0	5.0	6.0	14.0	1.0	1.0	3.0	6.0	12.0	2.0	1.0	2.0	6.0	11.0	1.0	1.0	2.0	4.0	8.0	2.0	1.0	5.0	13.0	22.0	0.0	1.0	3.0	9.0	18.0	2.0	3.0	6.0	13.0	29.0	-1.0	3.0	8.0	11.0	22.0	1.0	2.0	5.0	9.0	23.0	2.0	1.0	6.0	9.0	20.0	0.0	2.0	5.0	7.0	19.0	2.0	3.0	4.0	8.0	15.0
VASP_232_244		0.0	2.0	1.0	3.0	5.0	1.0	-1.0	0.0	3.0	4.0	0.0	0.0	0.0	3.0	5.0	0.0	1.0	1.0	3.0	4.0	0.0	-2.0	-1.0	-1.0	-2.0	0.0	0.0	1.0	2.0	3.0	1.0	0.0	1.0	0.0	4.0	0.0	0.0	-1.0	4.0	7.0	-1.0	0.0	-2.0	-4.0	-12.0	-1.0	1.0	0.0	-1.0	2.0	1.0	-1.0	2.0	0.0	3.0	0.0	0.0	1.0	3.0	4.0
GBRB2_427_439		36.0	72.0	176.0	353.0	698.0	22.0	44.0	107.0	217.0	432.0	14.0	32.0	83.0	170.0	335.0	10.0	17.0	45.0	92.0	184.0	98.0	192.0	484.0	967.0	1881.0	96.0	195.0	471.0	953.0	1892.0	97.0	193.0	483.0	961.0	1913.0	88.0	173.0	444.0	870.0	1745.0	94.0	190.0	461.0	934.0	1806.0	61.0	124.0	306.0	606.0	1211.0	60.0	118.0	293.0	586.0	1162.0	41.0	79.0	201.0	387.0	788.0
PYGL_8_20		0.0	0.0	1.0	0.0	-1.0	2.0	-1.0	2.0	3.0	8.0	0.0	2.0	1.0	1.0	5.0	-1.0	0.0	0.0	1.0	4.0	2.0	0.0	1.0	1.0	-1.0	1.0	-2.0	-1.0	-3.0	-4.0	0.0	0.0	-1.0	1.0	1.0	-1.0	1.0	3.0	0.0	3.0	0.0	-1.0	0.0	-2.0	-8.0	1.0	1.0	0.0	2.0	5.0	1.0	1.0	2.0	1.0	5.0	0.0	0.0	2.0	4.0	5.0
TY3H_65_77		34.0	67.0	168.0	326.0	655.0	19.0	40.0	102.0	195.0	397.0	17.0	36.0	92.0	185.0	370.0	9.0	18.0	46.0	95.0	194.0	96.0	186.0	462.0	935.0	1831.0	102.0	206.0	510.0	1010.0	2016.0	91.0	181.0	453.0	890.0	1760.0	78.0	165.0	410.0	808.0	1624.0	98.0	197.0	479.0	947.0	1868.0	23.0	38.0	95.0	194.0	391.0	59.0	120.0	291.0	581.0	1155.0	35.0	71.0	178.0	356.0	718.0
